# doc = kitten.2.txt;;;;;;;;;;;;;;;;;1
# speaker = Алина;;;;;;;;;;;;;;;;;2
# sent = 905;;;;;;;;;;;;;;;;;3
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;71
;;;;;;;;;;;;;;;;;72
# sent = 913;;;;;;;;;;;;;;;;;73
;Но;НО;CONJ;;y;. _Но_ он не может;о;н;;;;;CONJ;НО;CONJ;О;74
;он;ОН;SPRO sg 3p m nom;;y;Но _он_ не может уйти;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;75
;не;НЕ;PART;;y;Но он _не_ может уйти и;е;н;;;;;PART;НЕ;PART;Е;76
;может;МОЧЬ;V ipf praes sg indic - 3p;;y;Но он не _может_ уйти и он;т;е;ж;о;м;;V;МОЧЬ;V ipf praes sg indic - 3p;Ь;77
;уйти;УЙТИ;V pf - - inf - -;;y;он не может _уйти_ и он шипит;и;т;й;у;;;V;УЙТИ;V pf - - inf - -;И;78
;и;И;CONJ;;y;не может уйти _и_ он шипит .;и;;;;;;CONJ;И;CONJ;И;79
;он;ОН;SPRO sg 3p m nom;;y;может уйти и _он_ шипит .;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;80
;шипит;ШИПЕТЬ;V ipf praes sg indic - 3p;;y;уйти и он _шипит_ .;т;и;п;и;ш;;V;ШИПЕТЬ;V ipf praes sg indic - 3p;Ь;81
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;82
;;;;;;;;;;;;;;;;;83
# sent = 914;;;;;;;;;;;;;;;;;84
# speaker = Алина;;;;;;;;;;;;;;;;;85
# sent = 915;;;;;;;;;;;;;;;;;86
;Бедный;БЕДНЫЙ;A - nom sg plen m -;;y;_Бедный_ котёнок .;й;ы;н;д;е;б;A;БЕДНЫЙ;A - nom sg plen m -;Й;87
;котёнок;КОТЕНОК;S m anim nom sg;;y;Бедный _котёнок_ .;к;о;н;ё;т;о;S;КОТЕНОК;S m anim nom sg;К;88
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;89
;;;;;;;;;;;;;;;;;90
# sent = 916;;;;;;;;;;;;;;;;;91
# speaker = Алина;;;;;;;;;;;;;;;;;92
# sent = 917;;;;;;;;;;;;;;;;;93
"<distinct form=""";;;;;;;;;;;;;;;;;94
<dist>;о;;;;;;;;;;;;;;;;95
""">";;;;;;;;;;;;;;;;;96
;Вот;ВОТ;PART;;y;о _Вот_ , тут;т;о;в;;;;PART;ВОТ;PART;Т;97
</distinct>;;;;;;;;;;;;;;;;;98
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;99
;тут;ТУТ;ADV -;;y;Вот , _тут_ ещё одна кошка;т;у;т;;;;ADV;ТУТ;ADV -;Т;100
;ещё;ЕЩЕ;ADV -;;Y;, тут _ещё_ одна кошка .;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е;101
;одна;ОДИН;ANUM - nom sg plen f -;;y;, тут ещё _одна_ кошка .;а;н;д;о;;;ANUM;ОДИН;A - nom sg plen f -;Н;102
;кошка;КОШКА;S f anim nom sg;;y;тут ещё одна _кошка_ .;а;к;ш;о;к;;S;КОШКА;S f anim nom sg;А;103
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;104
;;;;;;;;;;;;;;;;;105
# sent = 918;;;;;;;;;;;;;;;;;106
;Она;ОНА;SPRO sg 3p f nom;;y;. _Она_ тоже рычит ,;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;107
;тоже;ТОЖЕ;PART;;y;Она _тоже_ рычит , она;е;ж;о;т;;;PART;ТОЖЕ;PART;Е;108
;рычит;РЫЧАТЬ;V ipf praes sg indic - 3p;;y;Она тоже _рычит_ , она рычит;т;и;ч;ы;р;;V;РЫЧАТЬ;V ipf praes sg indic - 3p;Ь;109
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;110
;она;ОНА;SPRO sg 3p f nom;;y;тоже рычит , _она_ рычит как мой;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;111
;рычит;РЫЧАТЬ;V ipf praes sg indic - 3p;;y;рычит , она _рычит_ как мой кот;т;и;ч;ы;р;;V;РЫЧАТЬ;V ipf praes sg indic - 3p;Ь;112
;как;КАК;CONJ;;Н;, она рычит _как_ мой кот .;к;а;к;;;;CONJ;КАК;CONJ;К;113
;мой;МОЙ;APRO - nom sg plen m -;;y;она рычит как _мой_ кот .;й;о;м;;;;APRO;МОЙ;A - nom sg plen m -;Й;114
;кот;КОТ;S m anim nom pl;;y;рычит как мой _кот_ .;т;о;к;;;;S;КОТ;S m anim nom sg;Т;115
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;116
;;;;;;;;;;;;;;;;;117
# sent = 919;;;;;;;;;;;;;;;;;118
;Но;НО;CONJ;;y;. _Но_ не очень :;о;н;;;;;CONJ;НО;CONJ;О;119
;не;НЕ;PART;;y;Но _не_ очень : мой;е;н;;;;;PART;НЕ;PART;Е;120
;очень;ОЧЕНЬ;ADV -;;y;Но не _очень_ : мой так;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь;121
;:;:;PUNCT;;;;;;;;;;PUNCT;;;;122
;мой;МОЙ;APRO - nom sg plen m -;;y;не очень : _мой_ так часто не;й;о;м;;;;APRO;МОЙ;A - nom sg plen m -;Й;123
;так;ТАК;ADV -;;y;очень : мой _так_ часто не рычит;к;а;т;;;;ADV;ТАК;ADV -;К;124
;часто;ЧАСТО;ADV -;;y;: мой так _часто_ не рычит .;о;т;с;а;ч;;ADV;ЧАСТО;ADV -;О;125
;не;НЕ;PART;;y;мой так часто _не_ рычит .;е;н;;;;;PART;НЕ;PART;Е;126
;рычит;РЫЧАТЬ;V ipf praes sg indic - 3p;;y;так часто не _рычит_ .;т;и;ч;ы;р;;V;РЫЧАТЬ;V ipf praes sg indic - 3p;Ь;127
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;128
;;;;;;;;;;;;;;;;;129
# sent = 920;;;;;;;;;;;;;;;;;130
# speaker = Алина;;;;;;;;;;;;;;;;;131
# sent = 921;;;;;;;;;;;;;;;;;132
;Бедненький;БЕДНЕНЬКИЙ;A - nom sg plen m -;;y;_Бедненький_ .;й;и;к;ь;н;е;A;БЕДНЕНЬКИЙ;A - nom sg plen m -;Й;133
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;134
;;;;;;;;;;;;;;;;;135
# sent = 922;;;;;;;;;;;;;;;;;136
;Кошка;КОШКА;S f anim nom sg;;y;. _Кошка_ убежала .;а;к;ш;о;к;;S;КОШКА;S f anim nom sg;А;137
;убежала;УБЕЖАТЬ;V pf praet sg indic m -;;y;Кошка _убежала_ .;а;л;а;ж;е;б;V;УБЕЖАТЬ;V pf praet sg indic f -;Ь;138
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;139
;;;;;;;;;;;;;;;;;140
# sent = 923;;;;;;;;;;;;;;;;;141
# speaker = Мария;;;;;;;;;;;;;;;;;142
# sent = 924;;;;;;;;;;;;;;;;;143
;Описывай;ОПИСЫВАТЬ;V ipf - sg imper - 2p;;y;_Описывай_ , описывай !;й;а;в;ы;с;и;V;ОПИСЫВАТЬ;V ipf - sg imper - 2p;Ь;144
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;145
;описывай;ОПИСЫВАТЬ;V ipf - sg imper - 2p;;y;Описывай , _описывай_ !;й;а;в;ы;с;и;V;ОПИСЫВАТЬ;V ipf - sg imper - 2p;Ь;146
;!;!;PUNCT;;;;;;;;;;PUNCT;;;;147
;;;;;;;;;;;;;;;;;148
# sent = 925;;;;;;;;;;;;;;;;;149
;Что;ЧТО;SPRO n inan nom sg;;y;! _Что_ происходит на экране;о;т;ч;;;;SPRO;ЧТО;S n - nom sg;О;150
;происходит;ПРОИСХОДИТЬ;V ipf praes sg indic - 3p;;y;Что _происходит_ на экране ?;т;и;д;о;х;с;V;ПРОИСХОДИТЬ;V ipf praes sg indic - 3p;Ь;151
;на;НА;PR;;y;Что происходит _на_ экране ?;а;н;;;;;PR;НА;PR;А;152
;экране;ЭКРАН;S m inan loc sg;;y;Что происходит на _экране_ ?;е;н;а;р;к;э;S;ЭКРАН;S m inan loc sg;Н;153
;?;?;PUNCT;;;;;;;;;;PUNCT;;;;154
;;;;;;;;;;;;;;;;;155
# sent = 926;;;;;;;;;;;;;;;;;156
# speaker = Алина;;;;;;;;;;;;;;;;;157
# sent = 927;;;;;;;;;;;;;;;;;158
;Человек;ЧЕЛОВЕК;S m anim nom sg;;y;_Человек_ пытается спасти котёнка;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg;К;159
;пытается;ПЫТАТЬСЯ;V ipf praes sg indic - 3p;;y;Человек _пытается_ спасти котёнка ,;я;с;т;е;а;т;V;ПЫТАТЬСЯ;V ipf praes sg indic - 3p;Я;160
;спасти;СПАСТИ;V pf - - inf - -;;Y;Человек пытается _спасти_ котёнка , или;и;т;с;а;п;с;V;СПАСТИ;V pf - - inf - -;И;161
;котёнка;КОТЕНОК;S m anim acc sg;;y;Человек пытается спасти _котёнка_ , или не;а;к;н;ё;т;о;S;КОТЕНОК;S m anim acc sg;К;162
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;163
;или;ИЛИ;CONJ;;y;спасти котёнка , _или_ не спасти ,;и;л;и;;;;CONJ;ИЛИ;CONJ;И;164
;не;НЕ;PART;;y;котёнка , или _не_ спасти , я;е;н;;;;;PART;НЕ;PART;Е;165
;спасти;СПАСТИ;V pf - - inf - -;;Y;, или не _спасти_ , я не;и;т;с;а;п;с;V;СПАСТИ;V pf - - inf - -;И;166
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;167
;я;Я;SPRO sg 1p - nom;;y;не спасти , _я_ не знаю ,;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я;168
;не;НЕ;PART;;y;спасти , я _не_ знаю , он;е;н;;;;;PART;НЕ;PART;Е;169
;знаю;ЗНАТЬ;V ipf praes sg indic - 1p;;y;, я не _знаю_ , он пытается;ю;а;н;з;;;V;ЗНАТЬ;V ipf praes sg indic - 1p;Ь;170
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;171
;он;ОН;SPRO sg 3p m nom;;y;не знаю , _он_ пытается его тронуть;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;172
;пытается;ПЫТАТЬСЯ;V ipf praes sg indic - 3p;;y;знаю , он _пытается_ его тронуть .;я;с;т;е;а;т;V;ПЫТАТЬСЯ;V ipf praes sg indic - 3p;Я;173
;его;ОН;SPRO sg 3p m acc;;y;, он пытается _его_ тронуть .;о;г;е;;;;SPRO;ОН;SPRO sg 3p m acc;Н;174
;тронуть;ТРОНУТЬ;V pf - - inf - -;;y;он пытается его _тронуть_ .;ь;т;у;н;о;р;V;ТРОНУТЬ;V pf - - inf - -;Ь;175
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;176
;;;;;;;;;;;;;;;;;177
# sent = 928;;;;;;;;;;;;;;;;;178
# speaker = Алина;;;;;;;;;;;;;;;;;179
# sent = 929;;;;;;;;;;;;;;;;;180
;Кот;КОТ;S m anim nom pl;;y;_Кот_ .;т;о;к;;;;S;КОТ;S m anim nom sg;Т;181
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;182
;;;;;;;;;;;;;;;;;183
# sent = 930;;;;;;;;;;;;;;;;;184
"<distinct form=""";;;;;;;;;;;;;;;;;185
<dist>;о;;;;;;;;;;;;;;;;186
""">";;;;;;;;;;;;;;;;;187
;Вот;ВОТ;PART;;y;о _Вот_ , ,;т;о;в;;;;PART;ВОТ;PART;Т;188
</distinct>;;;;;;;;;;;;;;;;;189
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;190
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;191
;он;ОН;SPRO sg 3p m nom;;y;, , _он_ схватил его за;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;192
;схватил;СХВАТИТЬ;V pf praet sg indic m -;;y;, , он _схватил_ его за шкирку;л;и;т;а;в;х;V;СХВАТИТЬ;V pf praet sg indic m -;Ь;193
;его;ОН;SPRO sg 3p m acc;;y;, он схватил _его_ за шкирку ,;о;г;е;;;;SPRO;ОН;SPRO sg 3p m acc;Н;194
;за;ЗА;PR;;y;он схватил его _за_ шкирку , он;а;з;;;;;PR;ЗА;PR;А;195
;шкирку;ШКИРКА;S f inan acc sg;;y;схватил его за _шкирку_ , он тащит;у;к;р;и;к;ш;S;ШКИРКА;S f inan acc sg;А;196
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;197
;он;ОН;SPRO sg 3p m nom;;y;за шкирку , _он_ тащит котёнка .;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;198
;тащит;ТАЩИТЬ;V ipf praes sg indic - 3p;;y;шкирку , он _тащит_ котёнка .;т;и;щ;а;т;;V;ТАЩИТЬ;V ipf praes sg indic - 3p;Ь;199
;котёнка;КОТЕНОК;S m anim acc sg;;y;, он тащит _котёнка_ .;а;к;н;ё;т;о;S;КОТЕНОК;S m anim acc sg;К;200
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;201
;;;;;;;;;;;;;;;;;202
# sent = 931;;;;;;;;;;;;;;;;;203
;У;У;PR;;y;. _У_ него ничего не;у;;;;;;PR;У;PR;У;204
;него;ОН;SPRO sg 3p m gen;;y;У _него_ ничего не получилось;о;г;е;н;;;SPRO;ОН;SPRO sg 3p m acc;Н;205
;ничего;НИЧТО;SPRO n inan gen sg;;y;У него _ничего_ не получилось ,;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О;206
;не;НЕ;PART;;y;У него ничего _не_ получилось , котёнок;е;н;;;;;PART;НЕ;PART;Е;207
;получилось;ПОЛУЧИТЬСЯ;V pf praet sg indic n -;;y;него ничего не _получилось_ , котёнок всё;ь;с;о;л;и;ч;V;ПОЛУЧИТЬСЯ;V pf praet sg indic n -;Я;208
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;209
;котёнок;КОТЕНОК;S m anim nom sg;;y;не получилось , _котёнок_ всё ещё шипит;к;о;н;ё;т;о;S;КОТЕНОК;S m anim nom sg;К;210
;всё;ВСЕ;PART;;Y;получилось , котёнок _всё_ ещё шипит .;ё;с;в;;;;ADV;ВСЕ;ADV -;Е;211
;ещё;ЕЩЕ;ADV -;;Y;, котёнок всё _ещё_ шипит .;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е;212
;шипит;ШИПЕТЬ;V ipf praes sg indic - 3p;;y;котёнок всё ещё _шипит_ .;т;и;п;и;ш;;V;ШИПЕТЬ;V ipf praes sg indic - 3p;Ь;213
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;214
;;;;;;;;;;;;;;;;;215
# sent = 932;;;;;;;;;;;;;;;;;216
;Котёнок;КОТЕНОК;S m anim nom sg;;y;. _Котёнок_ шипит ещё сильнее;к;о;н;ё;т;о;S;КОТЕНОК;S m anim nom sg;К;217
;шипит;ШИПЕТЬ;V ipf praes sg indic - 3p;;y;Котёнок _шипит_ ещё сильнее .;т;и;п;и;ш;;V;ШИПЕТЬ;V ipf praes sg indic - 3p;Ь;218
;ещё;ЕЩЕ;ADV -;;Y;Котёнок шипит _ещё_ сильнее .;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е;219
;сильнее;СИЛЬНО;ADV comp;;Y;Котёнок шипит ещё _сильнее_ .;е;е;н;ь;л;и;ADV;СИЛЬНО;ADV comp;О;220
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;221
;;;;;;;;;;;;;;;;;222
# sent = 933;;;;;;;;;;;;;;;;;223
;Котёнок;КОТЕНОК;S m anim nom sg;;y;. _Котёнок_ вытащил лапу и;к;о;н;ё;т;о;S;КОТЕНОК;S m anim nom sg;К;224
;вытащил;ВЫТАЩИТЬ;V pf praet sg indic m -;;y;Котёнок _вытащил_ лапу и побежал;л;и;щ;а;т;ы;V;ВЫТАЩИТЬ;V pf praet sg indic m -;Ь;225
;лапу;ЛАПА;S f inan nom sg;;y;Котёнок вытащил _лапу_ и побежал .;у;п;а;л;;;S;ЛАПА;S f inan acc sg;А;226
;и;И;CONJ;;y;Котёнок вытащил лапу _и_ побежал .;и;;;;;;CONJ;И;CONJ;И;227
;побежал;ПОБЕЖАТЬ;V pf praet pl indic - -;;Y;вытащил лапу и _побежал_ .;л;а;ж;е;б;о;V;ПОБЕЖАТЬ;V pf praet sg indic m -;Ь;228
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;229
;;;;;;;;;;;;;;;;;230
# sent = 934;;;;;;;;;;;;;;;;;231
"<distinct form=""";;;;;;;;;;;;;;;;;232
<dist>;о;;;;;;;;;;;;;;;;233
""">";;;;;;;;;;;;;;;;;234
;Вот;ВОТ;PART;;y;о _Вот_ , ,;т;о;в;;;;PART;ВОТ;PART;Т;235
</distinct>;;;;;;;;;;;;;;;;;236
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;237
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;238
;они;ОНИ;SPRO pl - - nom;;y;, , _они_ вдвоём куда то;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И;239
;вдвоём;ВДВОЕМ;ADV -;;y;, , они _вдвоём_ куда то побежали;м;ё;о;в;д;в;ADV;ВДВОЕМ;ADV -;М;240
;куда;КУДА;ADVPRO -;часть(куда-то);!!!;, они вдвоём _куда_ то побежали ,;а;д;у;к;;;ADV;КУДА;ADV -;А;241
;то;ТО;PART;часть (что-то);!!!;они вдвоём куда _то_ побежали , они;о;т;;;;;CONJ;ТО;CONJ;О;242
;побежали;ПОБЕЖАТЬ;V pf praet sg indic m -;;Y;вдвоём куда то _побежали_ , они убежали;и;л;а;ж;е;б;V;ПОБЕЖАТЬ;V pf praet pl indic - -;Ь;243
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;244
;они;ОНИ;SPRO pl - - nom;;y;то побежали , _они_ убежали в подвал;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И;245
;убежали;УБЕЖАТЬ;V pf praet sg indic m -;;y;побежали , они _убежали_ в подвал .;и;л;а;ж;е;б;V;УБЕЖАТЬ;V pf praet pl indic - -;Ь;246
;в;В;PR;;y;, они убежали _в_ подвал .;в;;;;;;PR;В;PR;В;247
;подвал;ПОДВАЛ;S m inan acc sg;;y;они убежали в _подвал_ .;л;а;в;д;о;п;S;ПОДВАЛ;S m inan acc sg;Л;248
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;249
;;;;;;;;;;;;;;;;;250
# sent = 935;;;;;;;;;;;;;;;;;251
# speaker = Алина;;;;;;;;;;;;;;;;;252
# sent = 936;;;;;;;;;;;;;;;;;253
;Тут;ТУТ;ADV -;;y;_Тут_ третья кошка .;т;у;т;;;;ADV;ТУТ;ADV -;Т;254
;третья;ТРЕТИЙ;ANUM - nom sg plen m -;;y;Тут _третья_ кошка .;я;ь;т;е;р;т;ANUM;ТРЕТИЙ;A - nom sg plen f -;Й;255
;кошка;КОШКА;S f anim nom sg;;y;Тут третья _кошка_ .;а;к;ш;о;к;;S;КОШКА;S f anim nom sg;А;256
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;257
;;;;;;;;;;;;;;;;;258
# sent = 937;;;;;;;;;;;;;;;;;259
;Она;ОНА;SPRO sg 3p f nom;;y;. _Она_ красивая .;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;260
;красивая;КРАСИВЫЙ;A - nom pl plen - -;;y;Она _красивая_ .;я;а;в;и;с;а;A;КРАСИВЫЙ;A - nom sg plen f -;Й;261
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;262
;;;;;;;;;;;;;;;;;263
# sent = 938;;;;;;;;;;;;;;;;;264
;Она;ОНА;SPRO sg 3p f nom;;y;. _Она_ похожа на ...;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;265
;похожа;ПОХОЖИЙ;A - - sg brev m -;;y;Она _похожа_ на ... на;а;ж;о;х;о;п;A;ПОХОЖИЙ;A - - sg brev f -;Й;266
;на;НА;PR;;y;Она похожа _на_ ... на дикую;а;н;;;;;PR;НА;PR;А;267
;...;...;PUNCT;;;;;;;;;;PUNCT;;;;268
